Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,^FTSE,^GSPC,^N225,^NSEI,^FTSE,^GSPC,^N225,^NSEI,^FTSE,^GSPC,^N225,^NSEI,^FTSE,^GSPC,^N225,^NSEI,^FTSE,^GSPC,^N225,^NSEI
Date,,,,,,,,,,,,,,,,,,,,
2020-03-26,5815.7001953125,2630.070068359375,18664.599609375,8641.4501953125,5815.7001953125,2637.010009765625,19240.2890625,8749.0498046875,5503.39990234375,2500.719970703125,18512.810546875,8304.900390625,5688.2001953125,2501.2900390625,19234.76953125,8451.0,1536739000.0,7766990000.0,128100000.0,865600.0
2020-03-27,5510.2998046875,2541.469970703125,19389.4296875,8660.25,5815.7001953125,2615.909912109375,19389.4296875,9038.900390625,5407.10009765625,2520.02001953125,18832.2109375,8522.900390625,5815.7001953125,2555.8701171875,19021.970703125,8949.099609375,1457210400.0,6201670000.0,148900000.0,801500.0
2020-03-30,5563.7001953125,2626.64990234375,19084.970703125,8281.099609375,5567.2001953125,2631.800048828125,19084.970703125,8576.0,5351.7998046875,2545.280029296875,18578.19921875,8244.0,5510.2998046875,2558.97998046875,18884.0703125,8385.9501953125,1136875400.0,5751120000.0,121000000.0,593300.0
2020-03-31,5672.0,2584.590087890625,18917.009765625,8597.75,5702.7001953125,2641.389892578125,19336.189453125,8678.2998046875,5545.89990234375,2571.14990234375,18834.16015625,8358.0,5563.7001953125,2614.68994140625,19181.900390625,8529.349609375,1602112800.0,6576210000.0,122200000.0,712700.0
2020-04-01,5454.60009765625,2470.5,18065.41015625,8253.7998046875,5672.0,2522.75,18784.25,8588.099609375,5414.7001953125,2447.489990234375,17871.619140625,8198.349609375,5672.0,2498.080078125,18686.119140625,8584.099609375,1670362100.0,5964000000.0,105800000.0,506300.0
2020-04-02,5480.2001953125,2526.89990234375,17818.720703125,,5552.39990234375,2533.219970703125,18132.0390625,,5395.10009765625,2455.7900390625,17707.66015625,,5454.60009765625,2458.5400390625,17934.419921875,,1554286900.0,6464190000.0,107300000.0,
2020-04-03,5415.5,2488.64990234375,17820.189453125,8083.7998046875,5486.2998046875,2538.179931640625,18059.150390625,8356.5498046875,5396.7001953125,2459.9599609375,17646.5,8055.7998046875,5480.2001953125,2514.919921875,17951.439453125,8356.5498046875,1180517400.0,6096970000.0,96000000.0,697000.0
2020-04-06,5582.39990234375,2663.679931640625,18576.30078125,,5590.60009765625,2676.85009765625,18672.259765625,,5415.5,2574.570068359375,17802.619140625,,5415.5,2578.280029296875,17857.990234375,,1207951800.0,6403840000.0,105700000.0,
2020-04-07,5704.5,2659.409912109375,18950.1796875,8792.2001953125,5780.2001953125,2756.889892578125,19162.51953125,8819.400390625,5582.39990234375,2657.669921875,18553.140625,8360.9501953125,5582.39990234375,2738.64990234375,18878.859375,8446.2998046875,1563928500.0,7050410000.0,108200000.0,814200.0
2020-04-08,5677.7001953125,2749.97998046875,19353.240234375,8748.75,5704.5,2760.75,19454.33984375,9131.7001953125,5589.7001953125,2663.300048828125,18730.80078125,8653.900390625,5704.5,2685.0,19047.759765625,8688.900390625,1133735000.0,5875710000.0,105900000.0,896500.0
2020-04-09,5842.7001953125,2789.820068359375,19345.76953125,9111.900390625,5842.7001953125,2818.570068359375,19406.9609375,9128.349609375,5677.7001953125,2762.360107421875,19158.55078125,8904.5498046875,5677.7001953125,2776.989990234375,19376.0,8973.0498046875,1290301300.0,7899550000.0,82300000.0,742100.0
2020-04-10,,,19498.5,,,,19500.0703125,,,,19235.9609375,,,,19500.0703125,,,,87500000.0,
2020-04-13,,2761.6298828125,19043.400390625,8993.849609375,,2782.4599609375,19355.0390625,9112.0498046875,,2721.169921875,19014.3203125,8912.400390625,,2782.4599609375,19312.0390625,9103.9501953125,,5319530000.0,65600000.0,644000.0
2020-04-14,5791.2998046875,2846.06005859375,19638.810546875,,5894.7001953125,2851.85009765625,19705.990234375,,5779.0,2805.10009765625,19093.119140625,,5842.7001953125,2805.10009765625,19150.30078125,,1056846100.0,5615730000.0,81900000.0,
2020-04-15,5597.7001953125,2783.360107421875,19550.08984375,8925.2998046875,5791.7001953125,2801.8798828125,19660.6796875,9261.2001953125,5576.39990234375,2761.5400390625,19465.94921875,8874.099609375,5791.2998046875,2795.639892578125,19589.25,9196.400390625,1375971300.0,5208000000.0,94100000.0,879100.0
2020-04-16,5628.39990234375,2799.550048828125,19290.19921875,8992.7998046875,5657.60009765625,2806.510009765625,19362.169921875,9053.75,5577.7998046875,2764.320068359375,19154.41015625,8821.900390625,5597.7001953125,2799.340087890625,19311.30078125,8851.25,1073687700.0,5228810000.0,81400000.0,719400.0
2020-04-17,5787.0,2874.56005859375,19897.259765625,9266.75,5839.2998046875,2879.219970703125,19922.0703125,9324.0,5628.39990234375,2830.8798828125,19554.69921875,9091.349609375,5628.39990234375,2842.429931640625,19575.849609375,9323.4501953125,1204085900.0,5804810000.0,87800000.0,684200.0
2020-04-20,5812.7998046875,2823.159912109375,19669.119140625,9261.849609375,5823.89990234375,2868.97998046875,19784.380859375,9390.849609375,5707.7001953125,2820.429931640625,19611.7890625,9230.7998046875,5787.0,2845.6201171875,19689.849609375,9390.2001953125,822613800.0,5228630000.0,65000000.0,726400.0
2020-04-21,5641.0,2736.56005859375,19280.779296875,8981.4501953125,5812.7998046875,2785.5400390625,19529.060546875,9044.400390625,5641.0,2727.10009765625,19193.220703125,8909.400390625,5812.7998046875,2784.81005859375,19479.830078125,9016.9501953125,888662400.0,5121010000.0,79400000.0,655100.0
2020-04-22,5770.60009765625,2799.31005859375,19137.94921875,9187.2998046875,5777.10009765625,2815.10009765625,19137.94921875,9209.75,5641.0,2775.949951171875,18858.25,8946.25,5641.0,2787.889892578125,19109.1796875,9026.75,866999300.0,5084920000.0,76400000.0,734400.0
2020-04-23,5826.60009765625,2797.800048828125,19429.439453125,9313.900390625,5843.60009765625,2844.89990234375,19429.439453125,9343.599609375,5735.89990234375,2794.260009765625,19221.5390625,9170.150390625,5770.60009765625,2810.419921875,19313.0390625,9232.349609375,882116400.0,5773530000.0,72600000.0,666700.0
2020-04-24,5752.2001953125,2836.739990234375,19262.0,9154.400390625,5827.2001953125,2842.7099609375,19352.240234375,9296.900390625,5728.7998046875,2791.760009765625,19175.380859375,9141.2998046875,5826.60009765625,2812.639892578125,19331.859375,9163.900390625,808821600.0,5382810000.0,84700000.0,659400.0
2020-04-27,5846.7998046875,2878.47998046875,19783.220703125,9282.2998046875,5855.60009765625,2887.719970703125,19819.060546875,9377.099609375,5752.2001953125,2852.889892578125,19410.1796875,9250.349609375,5752.2001953125,2854.64990234375,19410.83984375,9259.7001953125,792246400.0,5203930000.0,77600000.0,512800.0
2020-04-28,5958.5,2863.389892578125,19771.189453125,9380.900390625,5977.7998046875,2921.14990234375,19841.779296875,9404.400390625,5835.89990234375,2860.7099609375,19638.48046875,9260.0,5846.7998046875,2909.9599609375,19776.1796875,9389.7998046875,1196850700.0,5691160000.0,68600000.0,614500.0
2020-04-29,6115.2998046875,2939.510009765625,,9553.349609375,6129.60009765625,2954.860107421875,,9599.849609375,5950.7998046875,2912.159912109375,,9392.349609375,5958.5,2918.4599609375,,9408.599609375,1288097400.0,6645640000.0,,653000.0
2020-04-30,5901.2001953125,2912.429931640625,20193.689453125,9859.900390625,6151.60009765625,2930.909912109375,20365.890625,9889.0498046875,5897.89990234375,2892.469970703125,20084.830078125,9731.5,6115.2998046875,2930.909912109375,20105.6796875,9753.5,1933348900.0,6544980000.0,103400000.0,931200.0
2020-05-01,5763.10009765625,2830.7099609375,19619.349609375,,5901.2001953125,2869.090087890625,20000.25,,5746.10009765625,2821.610107421875,19551.73046875,,5901.2001953125,2869.090087890625,19991.970703125,,781328900.0,4759810000.0,86600000.0,
2020-05-04,5753.7998046875,2842.739990234375,,9293.5,5792.89990234375,2844.239990234375,,9533.5,5702.0,2797.85009765625,,9266.9501953125,5763.10009765625,2815.010009765625,,9533.5,1038977200.0,4735930000.0,,687500.0
2020-05-05,5849.39990234375,2868.43994140625,,9205.599609375,5869.5,2898.22998046875,,9450.900390625,5753.7998046875,2863.550048828125,,9190.75,5753.7998046875,2868.8798828125,,9429.400390625,969041200.0,5140290000.0,,725200.0
2020-05-06,5853.7998046875,2848.419921875,,9270.900390625,5897.39990234375,2891.110107421875,,9346.900390625,5839.60009765625,2847.64990234375,,9116.5,5849.39990234375,2883.139892578125,,9226.7998046875,973242800.0,4892570000.0,,722200.0
2020-05-07,5936.0,2881.18994140625,19674.76953125,9199.0498046875,5941.89990234375,2901.919921875,19720.869140625,9277.849609375,5853.60009765625,2876.47998046875,19448.9296875,9175.900390625,5853.7998046875,2878.260009765625,19468.51953125,9234.0498046875,967707400.0,5178790000.0,82900000.0,708700.0
2020-05-08,,2929.800048828125,20179.08984375,9251.5,,2932.159912109375,20179.08984375,9382.650390625,,2902.8798828125,19894.580078125,9238.2001953125,,2908.830078125,19972.08984375,9376.9501953125,,4876030000.0,82200000.0,609100.0
